accession	taxid	realm	kingdom	phylum	class	order	family	genus	species	host	length_bp
NC_025727.1	1535291	Floreoviria	Shotokuvirae	Commensaviricota	Cardeaviricetes	Sanitavirales	Anelloviridae	Betatorquevirus	Betatorquevirus homini16	eukaryote	2855
NC_025726.1	1535290	Floreoviria	Shotokuvirae	Commensaviricota	Cardeaviricetes	Sanitavirales	Anelloviridae	Betatorquevirus	Betatorquevirus homini27	eukaryote	2914
NC_025788.1	1566869	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae			eukaryote	10889
NC_025790.1	1572341	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Thetapolyomavirus	Thetapolyomavirus censtriata	eukaryote	7369
NC_025792.1	1572239	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Cyclovirus bastao	eukaryote	1790
NC_025791.1	1987737	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cirlivirales	Circoviridae	Cyclovirus	Cyclovirus doi	eukaryote	1755
NC_025793.1	1566309	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Quaranjavirus wellfleetense	eukaryote	1691
NC_025794.1	1566309	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Quaranjavirus wellfleetense	eukaryote	519
NC_025795.1	1566309	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Quaranjavirus wellfleetense	eukaryote	2427
NC_025796.1	1566309	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Quaranjavirus wellfleetense	eukaryote	2414
NC_025797.1	1566309	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Quaranjavirus wellfleetense	eukaryote	2403
NC_025798.1	1566309	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Quaranjavirus wellfleetense	eukaryote	1596
NC_025799.1	1566309	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Quaranjavirus	Quaranjavirus wellfleetense	eukaryote	908
NC_025789.1	12432	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Alphaflexiviridae	Allexivirus	Allexivirus betallii	eukaryote	8336
NC_025801.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	3885
NC_025802.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	3820
NC_025803.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	3944
NC_025806.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	1596
NC_025808.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	2134
NC_025809.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	1323
NC_025805.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	1983
NC_025804.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	2277
NC_025810.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	1184
NC_025807.1	1388882	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Orthoreovirus	Pteropine orthoreovirus	eukaryote	1179
NC_025800.1	1561705	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae			eukaryote	4861
NC_025811.1	1578134	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae			eukaryote	5085
NC_025831.1	1381104	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus lusakaense	eukaryote	12037
NC_025832.1	1381104	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus lusakaense	eukaryote	4571
NC_025833.1	1381104	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Nairoviridae	Orthonairovirus	Orthonairovirus lusakaense	eukaryote	1760
NC_025821.1	443746	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Potyvirus	Potyvirus asparagi	eukaryote	9741
NC_025825.1	1513315	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Amdoparvovirus	Amdoparvovirus carnivoran3	eukaryote	4928
NC_025835.1	1541119	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	Iflavirus	Iflavirus dinococcinellae	eukaryote	10192
NC_025834.1	1571533	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Mastrevirus	Mastrevirus virgati	eukaryote	2739
NC_025837.1	1577997	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Sobelivirales	Solemoviridae	Polerovirus	Polerovirus SAYV	eukaryote	5820
NC_025838.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	1431
NC_025840.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	1160
NC_025841.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	1155
NC_025842.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	1143
NC_025843.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	813
NC_025845.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	4051
NC_025846.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	3713
NC_025847.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	3650
NC_025848.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	3382
NC_025850.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	2203
NC_025852.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	1879
NC_025851.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	2005
NC_025844.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	783
NC_025849.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	2351
NC_025853.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	1695
NC_025839.1	1577776	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Cypovirus		eukaryote	1339
NC_025836.1	1574287	Riboviria								eukaryote	8712
NC_025899.1	1891756	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Zetapolyomavirus		eukaryote	5159
NC_025889.1	1516128	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Marnaviridae	Sogarnavirus	Sogarnavirus kimuraei	eukaryote	9562
NC_025898.1	1891720	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus		eukaryote	5055
NC_025894.1	1286213	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Alphapolyomavirus	Alphapolyomavirus pacynocephalus	eukaryote	5064
NC_025893.1	1516127									eukaryote	5770
NC_025896.1	1891758	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus		eukaryote	5167
NC_025895.1	1891768	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus		eukaryote	4899
NC_025891.1	1581151	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Loriparvovirus	Loriparvovirus primate1	eukaryote	4844
NC_025890.1	1578826	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Torchivirus	Torchivirus atorpi	eukaryote	7093
NC_025960.1	1580580				Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Alphabaculovirus alteragsegetum	eukaryote	148981
NC_025959.1	1574422	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae			eukaryote	2948
NC_025961.1	1582094	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Cosavirus		eukaryote	7213
NC_025964.1	1076345	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus catharanthi	eukaryote	2752
NC_025965.1	1126383	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Tetraparvovirus	Tetraparvovirus ungulate3	eukaryote	5426
NC_025966.1	1514665	Floreoviria	Shotokuvirae	Commensaviricota	Cardeaviricetes	Sanitavirales	Anelloviridae			eukaryote	2572
NC_025967.1	1493829	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Closteroviridae	Olivavirus	Olivavirus betadiospyri	eukaryote	18569
NC_026018.1	3052330	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	3337
NC_026019.1	3052330	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	7146
NC_026015.1	1588049	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae			eukaryote	4893
NC_026012.1	1588048	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae			eukaryote	4882
NC_026020.2	1227557	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Badnavirus mori	eukaryote	6945
NC_026135.1	1580605	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Pseudototiviridae	Victorivirus	Victorivirus jyukyu	eukaryote	5076
NC_026141.2	1590650	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Gammapolyomavirus	Gammapolyomavirus padeliae	eukaryote	4988
NC_026138.1	1566011	Floreoviria	Shotokuvirae	Commensaviricota	Cardeaviricetes	Sanitavirales	Anelloviridae	Nutorquevirus	Nutorquevirus phoci4	eukaryote	2223
NC_026140.1	1566868	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Pseudototiviridae	Eimeriavirus	Eimeriavirus ichi	eukaryote	6006
NC_026136.1	1580606	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Martellivirales	Endornaviridae	Betaendornavirus		eukaryote	10290
NC_026139.1	1568973	Riboviria	Orthornavirae	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Fusagraviridae	Fusagravirus	Fusagravirus ni	eukaryote	8952
NC_022554.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	2963
NC_022555.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	2765
NC_022556.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	1747
NC_022557.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	1125
NC_022558.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	1034
NC_022560.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	1978
NC_022562.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	1158
NC_022559.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	831
NC_022561.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	1627
NC_022553.1	40061	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus	Orbivirus betamitchellense	eukaryote	3952
NC_022564.1	1404345	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	Miniambidensovirus	Miniambidensovirus orthopteran1	eukaryote	4945
NC_026244.1	2170102	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Etapolyomavirus	Etapolyomavirus rhyndjiddensis	eukaryote	3962
NC_026245.1	1590172	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geplanaviridae	Alohovirus	Alohovirus bromhordis	eukaryote	2806
NC_026243.1	1590155									eukaryote	2542
NC_026241.1	1590154	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geplanaviridae	Alohovirus	Alohovirus bromis	eukaryote	2776
NC_026238.1	198310	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Badnavirus reterubi	eukaryote	7836
NC_026240.1	167020	Riboviria	Orthornavirae	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Pelarspovirus	Pelarspovirus anulopelargonii	eukaryote	3865
NC_026239.1	167018	Riboviria	Orthornavirae	Kitrinoviricota	Tolucaviricetes	Tolivirales	Tombusviridae	Pelarspovirus	Pelarspovirus sambuci	eukaryote	3892
NC_026246.1	3052306	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	3345
NC_026247.1	3052306	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Arenaviridae	Mammarenavirus		eukaryote	7264
NC_026248.1	1592930	Riboviria	Orthornavirae	Kitrinoviricota	Alsuviricetes	Tymovirales	Betaflexiviridae	Carlavirus	Carlavirus latensdioscoreae	eukaryote	8531
NC_026253.1	1602199	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus oxalisflavi	eukaryote	2661
NC_026252.1	1595998	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Huchismacovirus		eukaryote	2460
NC_026250.1	1591444	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae			eukaryote	9816
NC_026249.1	1564115	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Bopivirus	Bopivirus abovi	eukaryote	7018
NC_026251.1	1519097	Floreoviria	Shotokuvirae	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae			eukaryote	5049
NC_026281.1	1590836	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Peribunyaviridae	Orthobunyavirus	Orthobunyavirus maprikense	eukaryote	6843
NC_026283.1	1590836	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Peribunyaviridae	Orthobunyavirus	Orthobunyavirus maprikense	eukaryote	4359
NC_026282.1	1590836	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Peribunyaviridae	Orthobunyavirus	Orthobunyavirus maprikense	eukaryote	911
NC_026272.1	1590173	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geplanaviridae	Alohovirus	Alohovirus trifolis	eukaryote	2751
NC_026261.1	1590156	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemycircularvirus	Gemycircularvirus bromas1	eukaryote	2238
NC_026268.1	1592335				Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Alphabaculovirus alterchrincludentis	eukaryote	139132
NC_026316.1	1603964	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Malagasivirus	Malagasivirus betalesa	eukaryote	7593
NC_026315.1	1603963	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Malagasivirus	Malagasivirus alphalesa	eukaryote	7687
NC_026320.1	2170115	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porprismacovirus lemas1	eukaryote	2651
NC_026319.1	2170111	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porprismacovirus goras1	eukaryote	2532
NC_026318.1	2170114	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porprismacovirus humas2	eukaryote	2529
NC_026317.1	2170112	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Cremevirales	Smacoviridae	Porprismacovirus	Porprismacovirus howas1	eukaryote	2485
NC_026422.1	1332244	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Alphainfluenzavirus influenzae	eukaryote	2280
NC_026423.1	1332244	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Alphainfluenzavirus influenzae	eukaryote	2297
NC_026424.1	1332244	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Alphainfluenzavirus influenzae	eukaryote	2176
NC_026429.1	1332244	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Alphainfluenzavirus influenzae	eukaryote	1398
NC_026426.1	1332244	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Alphainfluenzavirus influenzae	eukaryote	1506
NC_026427.1	1332244	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Alphainfluenzavirus influenzae	eukaryote	985
NC_026428.1	1332244	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Alphainfluenzavirus influenzae	eukaryote	841
NC_026425.1	1332244	Riboviria	Orthornavirae	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Alphainfluenzavirus influenzae	eukaryote	1708
NC_026421.1	10371	Duplodnaviria	Heunggongvirae	Peploviricota	Herviviricetes	Herpesvirales	Orthoherpesviridae	Percavirus	Percavirus equidgamma5	eukaryote	182380
NC_026430.1	1592576				Naldaviricetes	Lefavirales	Baculoviridae	Alphabaculovirus	Alphabaculovirus covestigialis	eukaryote	125767
NC_022580.1	666962	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Sigmavirus	Sigmavirus obscura	eukaryote	12676
NC_022581.1	685443	Riboviria	Orthornavirae	Negarnaviricota	Monjiviricetes	Mononegavirales	Rhabdoviridae	Perhabdovirus	Perhabdovirus anguilla	eukaryote	11806
NC_022586.1	2026195	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus ipomoeasichuansecundi	eukaryote	2786
NC_022595.1	1406134	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Peribunyaviridae	Orthobunyavirus	Orthobunyavirus buffaloense	eukaryote	6920
NC_022596.1	1406134	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Peribunyaviridae	Orthobunyavirus	Orthobunyavirus buffaloense	eukaryote	4326
NC_022597.1	1406134	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Elliovirales	Peribunyaviridae	Orthobunyavirus	Orthobunyavirus buffaloense	eukaryote	812
NC_022611.1	1410467	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae			eukaryote	9271
NC_022614.1	1408895	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae			eukaryote	2013
NC_022615.1	1408895	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae			eukaryote	1837
NC_022617.1	1408894	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae			eukaryote	1710
NC_022616.1	1408894	Riboviria	Orthornavirae	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae			eukaryote	1936
NC_022620.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	2702
NC_022623.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	1179
NC_022626.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	4034
NC_022627.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	2855
NC_022628.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	1682
NC_022629.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	1925
NC_022624.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	1690
NC_022621.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	1997
NC_022622.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	1069
NC_022625.1	1408137	Riboviria	Orthornavirae	Duplornaviricota	Resentoviricetes	Reovirales	Sedoreoviridae	Orbivirus		eukaryote	811
NC_022630.1	1405807	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Bandavirus	Bandavirus razdanense	eukaryote	6296
NC_022631.1	1405807	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Bandavirus	Bandavirus razdanense	eukaryote	3303
NC_022632.1	1405807	Riboviria	Orthornavirae	Negarnaviricota	Bunyaviricetes	Hareavirales	Phenuiviridae	Bandavirus	Bandavirus razdanense	eukaryote	1871
NC_022644.1	223264	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus manihotismalawiense	eukaryote	2754
NC_022645.1	223264	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus manihotismalawiense	eukaryote	2804
NC_022647.1	1408129	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Zurhausenvirales	Papillomaviridae	Pipapillomavirus	Pipapillomavirus 1	eukaryote	7647
NC_022646.1	1986291				Naldaviricetes	Lefavirales	Baculoviridae	Betabaculovirus	Betabaculovirus clanastomosis	eukaryote	101818
NC_026470.1	2870348	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Picornavirales	Picornaviridae	Mischivirus	Mischivirus cica	eukaryote	8096
NC_026473.1	1608323	Floreoviria	Shotokuvirae	Cossaviricota	Papovaviricetes	Sepolyvirales	Polyomaviridae	Betapolyomavirus	Betapolyomavirus meletis	eukaryote	5187
NC_026472.1	1561150	Riboviria	Pararnavirae	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Badnavirus maculasmallanthi	eukaryote	7661
NC_026510.1	1494074	Riboviria	Orthornavirae	Lenarviricota	Howeltoviricetes	Cryppavirales	Mitoviridae	Unuamitovirus	Unuamitovirus scsc1	eukaryote	2530
NC_026508.1	1611875	Riboviria								eukaryote	2934
NC_026511.1	307454				Naldaviricetes	Lefavirales	Baculoviridae	Betabaculovirus	Betabaculovirus spofrugiperdae	eukaryote	140913
NC_026513.1	1611435	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus asystasiae	eukaryote	2666
NC_026514.1	1611435	Floreoviria	Shotokuvirae	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Geminiviridae	Begomovirus	Begomovirus asystasiae	eukaryote	2738
NC_026512.1	1611039	Floreoviria	Shotokuvirae	Cressdnaviricota	Arfiviricetes	Jormunvirales	Draupnirviridae	Valentivirus	Valentivirus aedvexis	eukaryote	1759
NC_026509.1	1965063	Riboviria	Orthornavirae	Pisuviricota	Pisoniviricetes	Nidovirales	Arteriviridae	Iotaarterivirus	Iotaarterivirus debrazmo	eukaryote	15684
NC_022745.1	1414644	Riboviria	Orthornavirae	Pisuviricota	Stelpaviricetes	Patatavirales	Potyviridae	Tritimovirus	Tritimovirus arrhenatheri	eukaryote	9359
